times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
5683.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5684.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5685.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5693.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5714.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5723.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5768.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5779.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5785.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5816.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5823.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5860.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5909.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5917.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5945.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5947.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
5984.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6003.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6007.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6132.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6135.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6161.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6232.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6240.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6249.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6255.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6281.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6295.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6298.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6352.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6507.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6591.0,0.7258092172183809,0.8657094594594595,0.861709264263693,0.5813043723382171,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.7953781721201564,0.9234672304439747,0.9228395061728394,0.8418612154757221,0.8547162392724685,0.8542857142857146,0.7825071948864644,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6777.0,0.6221221861871836,0.8657094594594595,0.861709264263693,0.387536248225478,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.5965336290901173,0.9234672304439747,0.9228395061728394,0.6313959116067916,0.8547162392724685,0.8542857142857146,0.6260057559091715,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
6943.0,0.6221221861871836,0.8657094594594595,0.861709264263693,0.387536248225478,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.5965336290901173,0.9234672304439747,0.9228395061728394,0.6313959116067916,0.8547162392724685,0.8542857142857146,0.6260057559091715,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
7023.0,0.6221221861871836,0.8657094594594595,0.861709264263693,0.387536248225478,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.5965336290901173,0.9234672304439747,0.9228395061728394,0.6313959116067916,0.8547162392724685,0.8542857142857146,0.6260057559091715,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
7057.0,0.6221221861871836,0.8657094594594595,0.861709264263693,0.387536248225478,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.5965336290901173,0.9234672304439747,0.9228395061728394,0.6313959116067916,0.8547162392724685,0.8542857142857146,0.6260057559091715,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.8773074335637117,0.37499999999999994
7185.0,0.41474812412478906,0.8657094594594595,0.4308546321318465,0.387536248225478,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.29826681454505866,0.46173361522198736,0.9228395061728394,0.0,0.8547162392724685,0.0,0.31300287795458576,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.0,0.37499999999999994
8711.0,0.41474812412478906,0.8657094594594595,0.4308546321318465,0.387536248225478,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.29826681454505866,0.46173361522198736,0.9228395061728394,0.0,0.8547162392724685,0.0,0.31300287795458576,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.0,0.37499999999999994
9108.0,0.41474812412478906,0.8657094594594595,0.4308546321318465,0.387536248225478,0.498286435786436,0.8101400434072312,0.9028213166144204,0.8670636738433349,0.29826681454505866,0.46173361522198736,0.9228395061728394,0.0,0.8547162392724685,0.0,0.31300287795458576,0.9473684210526316,0.9340659340659341,0.8994708994708995,1.0,0.9321428571428574,0.0,0.37499999999999994
