times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21
5945.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5947.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
5984.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6003.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6007.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6132.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6135.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6161.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6232.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6240.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6249.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6255.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6281.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6295.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6298.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6352.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6507.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6591.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6777.0,0.6221221861871836,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
6943.0,0.6221221861871836,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
7023.0,0.6221221861871836,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
7057.0,0.6221221861871836,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,1.0,0.9297573435504468,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
7185.0,0.41474812412478906,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,0.0,0.0,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
8711.0,0.41474812412478906,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,0.0,0.0,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
9108.0,0.41474812412478906,0.8657094594594595,0.498286435786436,0.8831325963812351,0.9545454545454548,0.9028213166144204,0.95,0.4468750000000001,0.9019396551724138,0.96875,1.0,0.9444444444444446,0.9321428571428574,0.9047619047619045,0.9230769230769231,0.0,0.0,0.8994708994708995,0.8905879654407824,1.0,0.9308641975308642,0.9545454545454544,0.9761904761904763
