times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28
5038.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5101.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5110.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5137.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5156.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5181.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5228.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5238.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5306.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5316.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5359.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5379.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5406.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5433.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5519.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5530.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5533.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5551.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5571.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5602.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5612.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5651.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5653.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5661.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5673.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5678.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5683.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5684.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5685.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5693.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5714.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5723.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5768.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5779.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5785.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5816.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5823.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5860.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5909.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5917.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5945.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5947.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
5984.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
6003.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
6007.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
6132.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
6135.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
6161.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
6232.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
6240.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
6249.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
6255.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
6281.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
6295.0,0.7258092172183809,0.498286435786436,0.9761904761904763,0.9228395061728394,0.9028213166144204,0.8657094594594595,0.9047619047619045,0.9055102040816332,0.9193548387096774,0.4468750000000001,0.8994708994708995,0.9444444444444446,0.39375,0.9340659340659341,0.8831325963812351,0.9228395061728394,0.9297573435504468,0.96875,0.8922488038277513,0.9600000000000003,0.9545454545454544,0.9234672304439747,0.4230371900826446,1.0,0.9216300940438867,0.9545454545454548,0.9321428571428574,0.95,0.9405405405405406,0.9235382308845577
