times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20
6132.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6135.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6161.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6232.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6240.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6249.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6255.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6281.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6295.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6298.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6352.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6507.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6591.0,0.7258092172183809,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6777.0,0.6221221861871836,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
6943.0,0.6221221861871836,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
7023.0,0.6221221861871836,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
7057.0,0.6221221861871836,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.9234672304439747,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.9297573435504468
7185.0,0.41474812412478906,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.46173361522198736,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.0
8711.0,0.41474812412478906,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.46173361522198736,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.0
9108.0,0.41474812412478906,0.8657094594594595,0.498286435786436,0.9523809523809522,0.9028213166144204,0.46173361522198736,0.9444444444444446,0.9333333333333331,1.0,1.0,0.9321428571428574,0.8831325963812351,0.9545454545454548,0.9244314013206161,0.9545454545454544,0.9761904761904763,0.956521739130435,0.95,0.8994708994708995,0.9228395061728394,0.9308641975308642,0.0
