times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26,R27,R28,R29,R30,R31,R32
4791.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4830.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4857.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4863.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4866.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4874.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4925.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4952.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
4980.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5012.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5014.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5035.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5038.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5101.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5110.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5137.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5156.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5181.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5228.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5238.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5306.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5316.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5359.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5379.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5406.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5433.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5519.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5530.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5533.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5551.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5571.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5602.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5612.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5651.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5653.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5661.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5673.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5678.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5683.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5684.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5685.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5693.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5714.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5723.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5768.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5779.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5785.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
5816.0,0.7258092172183809,0.498286435786436,0.9545454545454548,0.8657094594594595,0.9028213166144204,0.9234672304439747,0.9308641975308642,0.9228395061728394,0.9615384615384612,0.9228395061728394,0.9545454545454544,0.8910174542358448,0.8522113341994704,0.9297573435504468,1.0,0.9197324414715718,0.9216300940438867,0.5474913708086786,0.9340659340659341,0.962962962962963,0.96875,0.8994708994708995,0.9321428571428574,0.8936619870177478,0.9244314013206161,0.5305305188436936,0.8953418027828188,1.0,0.956521739130435,0.5585003232062055,0.8670636738433349,1.0,0.9600000000000003,0.95
