times,population,R0,R1,R2,R3,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R14,R15,R16,R17,R18,R19,R20,R21,R22,R23,R24,R25,R26
5228.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5238.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5306.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5316.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5359.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5379.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5406.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5433.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5519.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5530.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5533.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5551.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5571.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5602.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5612.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5651.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5653.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5661.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5673.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5678.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5683.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5684.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5685.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5693.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5714.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5723.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5768.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5779.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5785.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5816.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5823.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5860.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5909.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5917.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5945.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5947.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
5984.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6003.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6007.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6132.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6135.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6161.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6232.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6240.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6249.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6255.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6281.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6295.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6298.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6352.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6507.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6591.0,0.7258092172183809,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.5486376811594206,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6777.0,0.6221221861871836,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.2743188405797103,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
6943.0,0.6221221861871836,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.2743188405797103,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
7023.0,0.6221221861871836,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.2743188405797103,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
7057.0,0.6221221861871836,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.9297573435504468,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.9234672304439747,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.8361048309141365,0.96875,0.2743188405797103,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
7185.0,0.41474812412478906,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.0,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.46173361522198736,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.4180524154570682,0.96875,0.2743188405797103,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
8711.0,0.41474812412478906,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.0,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.46173361522198736,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.4180524154570682,0.96875,0.2743188405797103,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
9108.0,0.41474812412478906,0.498286435786436,0.9028213166144204,0.8657094594594595,0.8994708994708995,0.9308641975308642,0.0,1.0,0.9228395061728394,0.9321428571428574,0.9340659340659341,0.8831325963812351,0.9545454545454544,0.46173361522198736,0.9047619047619045,0.9545454545454548,0.8547162392724685,0.9523809523809522,0.4180524154570682,0.96875,0.2743188405797103,0.956521739130435,0.95,0.9081196581196581,0.9228395061728394,1.0,0.9197324414715718,0.39375
